File Name,GISAID Accession ID,File Size (bytes),Number of Reads,Download Time (Pacific),SHA512
V300046953_L02_7_2.fq.gz,EPI_ISL_13052323,2411298960,27729167,Mar 10 12:52,66D6FF9C2220DA2396F529999BE945FF50762B925217E50655771FE1CA13ADC6F3F40A1DB79D61E95A62E7EC9937C65DD629BDBA9CE52C455A380A52DF0F1627
V300046953_L02_8_1.fq.gz,EPI_ISL_13052324,1108807412,15129093,Mar 10 13:02,0E1B7CB74C44D690D950BE9255B75315D19E1A0FA650DA432E7123BCBF170366CA5520A49856DFFD28EAEE11386B345E75FA9A7140B93CE03A687B077F57D76E
V300046953_L02_8_2.fq.gz,EPI_ISL_13052324,1193313971,15129093,Mar 10 13:01,6CE11F464A57554CE2263F89075F7F3645A7479F7674704FD5AA604E430626C9BBB2DEB09E8EE9599D3EC7908FC902768E621110A5070C87B8D5C824D894C200
V300046953_L03_10_1.fq.gz,EPI_ISL_13052344,3792522693,46214651,Mar 10 16:06,085A1BC4DE4F6735AFCD69452355780A853C7CF332C29F1F3F8223EB98EAC89CC5A6022818FBFC59163583BA3EC8DCC90FFD32E2E42C6978558279E884747ED7
V300046953_L03_10_2.fq.gz,EPI_ISL_13052344,3761157597,46214651,Mar 10 16:07,9CFE8E852643E5801222AA017A28B52038EC252D8013EAB2D110FF375BD52247296B12D033CDC517CC3F221A2265BF8FC2EBFEC5C9879AEC9737B3E8F520CDAC
V300046953_L03_11_1.fq.gz,EPI_ISL_13052332,2373256164,28493317,Mar 10 14:27,316BBC810049D3C36479EA74BD6C732F78651BC37B0021BBCFBDFB02EF713B1B6D2746D84D9AE60375EF669B738DCAF9080A35C58F0C9C489094B30AAF3B8EC4
V300046953_L03_11_2.fq.gz,EPI_ISL_13052332,2423254146,28493317,Mar 10 14:24,6530E9AB61771673CB3C4A94A823227CF0F95B326CB280A313D1B7FCDD062E46C61EC9EA64585E913CA190BE2D2A02964D7EA05DD9709A6F01601AC47B95C84C
V300046953_L03_12_1.fq.gz,EPI_ISL_13052333,2117267248,25162476,Mar 10 14:32,EDA765EADE94E036D3E4FD50961E0A93A07F6ABD4A766975F0905711C89D0F8721F3C31AE991343237ACBF9776C4A2644F55DEEBC49384C77A18DF886C282E6F
V300046953_L03_12_2.fq.gz,EPI_ISL_13052333,2160982851,25162476,Mar 10 14:33,7F2C3C49CF8D37937B5BD44E11CCDE10A94AD173717213FDB8D20660542E1CA6121EA7AC13C48EB3BA033255952C59EF9FE4CFC147DC4DC342E7FD501370E361
V300046953_L03_1_1.fq.gz,EPI_ISL_13052339,3497919083,41123213,Mar 10 15:26,06EDFB1AAE5247473571E119D76AC1530350DDE2D0FB0B48AF69F71A5AEDF49FBA10537B3FC84EAE8B5F6D04CE6D0AA95717ED97C2A40B34B317E3A5D09EE809
V300046953_L03_1_2.fq.gz,EPI_ISL_13052339,3471302285,41123213,Mar 10 15:24,FF663E1C38E40865FF4D9EB3EC1DEB425D8DE6DE48F119EA6C069CAC71ADAB4A352CAD301A45A88E06212C93C69FF6A099679922D2750ABEF060E0FA2BD9DD70
V300046953_L03_30_1.fq.gz,EPI_ISL_13052342,2690899442,32400160,Mar 10 15:54,C7B7B1CA97A1CB214BCDD4843EABA4ABE00DD9EEE94D89EA182BFD32097760474ECF0D76F8B4A5B706B56C27A6F0A60A86134091126B507FC09BDF35CABABD58
V300046953_L03_30_2.fq.gz,EPI_ISL_13052342,2787242233,32400160,Mar 10 15:54,2FA3BE337761EE53FF50BD3FFEAFF1F3A9B21BFD9F55B85476C0064DA5F28F68D189C51560CBD7ED4263E93D071FCC3E1909A613925DA7E2AF9982A142ED1BFC
V300046953_L03_32_1.fq.gz,EPI_ISL_13052337,2377618745,28296479,Mar 10 15:06,4697F5779F5D119973D123C13CEF05F7A5B4FE01FA12FF132235B71B6856F9B0446FAF01D8F5F395640AFD5E2D21BB2B4472B1BCFA7D9FF5B0A63C7949E3BB1C
V300046953_L03_32_2.fq.gz,EPI_ISL_13052337,2382438551,28296479,Mar 10 15:08,703847917E43ACA4F509FFC2673323CCCD194AC978628093A7E140BE2272927A7CCAD73A5B49E94B6E803E14DBAE8501A2D791D86C04850B6F1118FBA7583307
V300046953_L03_33_1.fq.gz,EPI_ISL_13052340,2899466715,33980219,Mar 10 15:39,8F6CE5003D20D78EB339ECF16AF316693979F8C81588B90B312237268FB478F9ABF5A30E4696369AED6B9E0B065F628DCB9713F5B9A4BA0766E13C059464DFDB
V300046953_L03_33_2.fq.gz,EPI_ISL_13052340,2850199499,33980219,Mar 10 15:36,C96BE7A531B143DFC447AC4724BA110765AEF6F24C515391FDBA7E17769876FF3B21CBF385C9C66A633C50579896119927D89D5A159CE934D598CBBD0D54E172
V300046953_L03_4_1.fq.gz,EPI_ISL_13052334,2798500876,32981638,Mar 10 14:39,CF8F2CDE17858389B5AC31DA27D9A89BD89EB9853304DEC1DD78EAE134BB95D4F786D939101F7F5B1DFBC7A01F6ABDFF2773B5CD0007D5072696B9A03D95636D
V300046953_L03_4_2.fq.gz,EPI_ISL_13052334,2811237004,32981638,Mar 10 14:40,05C3199682341D03C6D098BD854B81A1E59FE01117FA1581175343F674B50407DF92D538B9D6BEA3D05E079605F3FAA0A9BE7AC3369F1ADA42A0A57BF85CD0D8
V300046953_L03_5_1.fq.gz,EPI_ISL_13052322,1603046890,18925712,Mar 10 12:23,AD5FD8C95E022AC6A1C43610389F82DFD20C8BE4FE7399A846F7A9E8B9B8DD7D8640D81007CC909569CE56332C492E7943341C6CBCAB06D4E669CC9251E4E5FD
V300046953_L03_5_2.fq.gz,EPI_ISL_13052322,1638202390,18925712,Mar 10 12:25,C25BB9AE7F70A75CF03A6EAC798DE9BBC8B929901E6EA01E3C40AB7EBD0B14D1531F4074A5B95DDE03B5BC443E00F08628014E511431EF098AD9DDEF344EB2AE
V300046953_L03_6_1.fq.gz,EPI_ISL_13052335,3831497657,45580436,Mar 10 14:48,255AF492B0A88A326B3D7B1C48CD5E910ADFBFF44DA8C3A77336A0FA8CDF7D7B3779C4815BB284680EB3B7B0D3726E5318A8CEEAF2C8532D126CD6A15225D3E2
V300046953_L03_6_2.fq.gz,EPI_ISL_13052335,3783166755,45580436,Mar 10 14:53,A2B215ECF1C449C1F08846578C8AB69A0127F88450632DBFCCA36DA6E34E7A974A98129BB813B04B950CC8369DB99EA63B457D3616748690180D8AF1C5FA0B29
V300046953_L03_7_1.fq.gz,EPI_ISL_13052323,2365427555,28304068,Mar 10 12:53,1F759D2034AC984FE99480D69A0ABD7FFFC906D585AB642558039E392548F3C289653E37F608D6099D50CC952018DBD0D43DBD062F38BE9A20E823C9A72B338F
V300046953_L03_7_2.fq.gz,EPI_ISL_13052323,2337936615,28304068,Mar 10 12:54,5E8671D7B04559438BFC489D1C4F760A74AE3EFBF30CACD3F271D392FF9B463FEA97C6B669791DB82E75E268AD7A2BD4E27E67CE1796FC900A83E561E1971722
V300046953_L03_8_1.fq.gz,EPI_ISL_13052324,1130613857,15547705,Mar 10 13:01,FACD75F9BB6B943A472946906A1E768B5849596B8FFD6BEDF197725B3F64FA18D43CBC96D62E31E8210876850B98F3BA2454246A405642312DFFEC4D0516D99A
V300046953_L03_8_2.fq.gz,EPI_ISL_13052324,1185514014,15547705,Mar 10 13:02,685B2D2FE699A54630957B0451A8FECB64C2E87B6D6DC8BF6B213503B7E9773DD5CA56E43E58638E0C45D221E91B163796034C70251FFD2A7D869C30BF081C7E
V300046953_L04_10_1.fq.gz,EPI_ISL_13052344,3864155784,47188364,Mar 10 16:08,975DA5F05F44DAD9908B093F50AE99D990D58ABA9792E45F708F841CBA1AC089EFCC9388B380DC26655AD1CB954F0B893001B7395EC589D4678CBD3E7C5150C4
V300046953_L04_10_2.fq.gz,EPI_ISL_13052344,3824599223,47188364,Mar 10 16:07,28CACD0D6405F724449F7C08EC3C4C8BBA2C41C01D07A57AB43B0C9CF6E304CE22FEFC3D9C41C894718A3AFA1A32AD184E281DC06B7CC6D7667B6B27E512E332
V300046953_L04_11_1.fq.gz,EPI_ISL_13052332,2541967950,30706608,Mar 10 14:26,3848D1847337C444BF51F6F2C6330F4E1AA16BC8C30DE362056D3C5470AB539E115F6617B7574CFF48EE0E82E0EB7C367403AD9972ACDAFAF88E7739C35D6226
V300046953_L04_11_2.fq.gz,EPI_ISL_13052332,2590740906,30706608,Mar 10 14:25,68A931152752E6DEBBC49A9E9B87E57C83F80A762195B8DD2A30EED319090072A27903FCEB6F79A543C223E4F5AEE0B8B2BDEB9B0A640CE7B7DA2AEB097579A1
V300046953_L04_12_1.fq.gz,EPI_ISL_13052333,2106407862,25054211,Mar 10 14:31,41C486956BEF5E21CD72600AF46DCA572A6D57A22502BDF1C9B5D33DEE3A752D165FBE4F5A6801A64D78732EBC177F690288A9AA7290DFC106E217F01C39E7A3
V300046953_L04_12_2.fq.gz,EPI_ISL_13052333,2140235006,25054211,Mar 10 14:31,6578B2F3D76A7F4051A779F5C254D30AE3A22FD939C9B765EB094FD63A0D9173F8A6142A4881502D1315DC5F530840A405283E8EAC419FE6F212B8F7564716CA
V300046953_L04_1_1.fq.gz,EPI_ISL_13052339,3430666919,40380557,Mar 10 15:30,52682CEE1883F711E04DD79F186962812CD789F3FC90849FE1BFEF79740FBC30121FB54EE4708DAB9E4841C8FE59DF18E73AF0C10232859C582811B7A648EC48
V300046953_L04_1_2.fq.gz,EPI_ISL_13052339,3396275809,40380557,Mar 10 15:27,93D09B1735F0971C7DB1018C5B192983C60A264E9723BF6801DF4872AA641EA2D09998E159BEE33C4BCDAB34B2722AAD4C999E6346DD842207D8466ADD7FDC76
V300046953_L04_30_1.fq.gz,EPI_ISL_13052342,2736406607,32974485,Mar 10 15:53,85C87323F4AA4863F3A68DF4F61539E8AACBEB85D4A8AE6A7D2F7AFFA8CB264AB3B5E7B80519398AD7E5A07496974E5F1364F1560C386C1093E839E4EEABC5FF
V300046953_L04_30_2.fq.gz,EPI_ISL_13052342,2822732043,32974485,Mar 10 15:52,A76345DDF53EC98A0CFB0FFDBE8CD10A93B7DA0F1CEAFA24A17067E14EAC1DEB824C6ECC41967281AD9057ABBF91DACADB84E946EB955C2B592FB28F7EBD4247
V300046953_L04_32_1.fq.gz,EPI_ISL_13052337,2476795399,29538469,Mar 10 15:09,9DFD2EAA096BD628C530FBB4EDAA522091BC5C5FAEF8E7A00E6F1093A856DA26B8EE829D90D1CD63B7B757A06BB66412EA84219EAEA87FA2F93AD8047FE4BB95
V300046953_L04_32_2.fq.gz,EPI_ISL_13052337,2475581809,29538469,Mar 10 15:04,613F4B89AEA3F8A6FD9B3F79982EFE3E96A9EEB8D9CBB4319AA5361528E8AEF0D4F6483F72A885C8582652451F8419AEEA338DC7313B32C3D79D90D6C01B8599
V300046953_L04_33_1.fq.gz,EPI_ISL_13052340,2913675297,34210521,Mar 10 15:36,45E2643005779BE45A55602D38CA09C6A2BCFE09865ADE2FC0DB116968193CB8F92C131787940D950B2918B657FA1EE2F4AFCC5C1B30372488C39F757C1C5753
V300046953_L04_33_2.fq.gz,EPI_ISL_13052340,2859388857,34210521,Mar 10 15:40,8A7F88E21F4B1E5F778BF9EE85D88154CA4276A7664E8B0F97D48A2B24F331529D40B2104FE1E97C575E318F4E3EA1157B993B7C054BA5396D7F2A83FA48D4B4
V300046953_L04_4_1.fq.gz,EPI_ISL_13052334,2819034790,33260629,Mar 10 14:37,C86A81A5E3F02A163130E08A9F55CCD03E6662DD42907D8F5624082F8EE58D832D0957E57FE4E0C1F1E67E26989A2D0A016E1521231C428B9FB151AB7686AB23
V300046953_L04_4_2.fq.gz,EPI_ISL_13052334,2822424548,33260629,Mar 10 14:40,1878A64F1FE35B814EE06A1A57990131DCD23FFAD0292F7F54BC39BE6381D790607E3691223E9A6755B395E725698ECAD8726A6805D26E306D43754F7040E133
V300046953_L04_5_1.fq.gz,EPI_ISL_13052322,1628189959,19270448,Mar 10 12:24,2B5B5F49EFA328D67AA77D37FACB20D8CEA5D5F0D2314C7DE803107FD5D817B40660874D573A9C5C52A36669D8B41DBE918C4886C8E2198315997DA0596F2C92
V300046953_L04_5_2.fq.gz,EPI_ISL_13052322,1659484659,19270448,Mar 10 12:26,5F14038FA3BA87006171C7A91CB9046E3621FED1858EAFB00AE94EF9CE46D6B48FC5AF39E9DBDB18886272C411FE4410528DF1DE8F9A4CC531EA406131C00BA2
V300046953_L04_6_1.fq.gz,EPI_ISL_13052335,4048456009,48253078,Mar 10 14:52,B1D1903CC9ADA50F4D6B86A76168DB7EFD20EDF9B5D097CD88C25F2F54B6760369B3A43103D5DDADF66FF3EA0DAEB00F7E3A74D8AA822DC022E6DDEFF29178D9
V300046953_L04_6_2.fq.gz,EPI_ISL_13052335,3990729624,48253078,Mar 10 14:54,7440015B4E408A7D31DB2B6453618EA289F70B3E12BE4766E2B89131BA6C7F912A469D954091130D94E4E64203EB5B03D7F4795B619B76F2F909A35A9E760959
V300046953_L04_7_1.fq.gz,EPI_ISL_13052323,2320351395,27827511,Mar 10 12:54,762E7C4D68D50F58CB439A19FBCFCDD400D384CD1794849EF935E5B87B000DCB5AA94A1F87889C13B030591D1DEAA4571BF64E59F155C1B8D6BFBCE3F0537305
V300046953_L04_7_2.fq.gz,EPI_ISL_13052323,2291813954,27827511,Mar 10 12:54,5BDA38413C1B29AC9332FDD15DEFA355E469959E732896B1BF80C96D9D458B65E757ED4FD82A103FB717E3FEC644A7BADC173E7CAF94B6E8E0F0DB45D2D56951
V300046953_L04_8_1.fq.gz,EPI_ISL_13052324,1152210424,15922431,Mar 10 13:01,21C9EB6620039E677E0251E3050816B15A6207FB2A0FCB8E3C201473FC4727B00178A5982210DDB4595329175770185DB17C68E754D4AA22CE1AA5A24FEE971E
V300046953_L04_8_2.fq.gz,EPI_ISL_13052324,1212483750,15922431,Mar 10 13:02,24E49802D8D456160EBFE89ECF72F6384F6A84D61549636529839C01AAE670B59EDDD87A83708DA6C181B042A21BBC159BE56335EE337F99E62461FB4E531566
V300052234_L01_10_1.fq.gz,EPI_ISL_13052341,2470117666,29428367,Mar 10 15:46,8225C89BC1001A80709475FB9A26BEF645F4FA99979A6B4D1890CEE0B1D6DC302C33217C8F9CA8A578B2BDA489729C767FDC0C72532FCA83E28914BF649604BF
V300052234_L01_10_2.fq.gz,EPI_ISL_13052341,2446818314,29428367,Mar 10 15:44,B2F498450CDB70567021CDF35F73B3EB4B3DAB0B0D4FBE5A0682BCC6C8B55ADA2EDE0C465148B4C97C0B81D1B4B1D2278A04E6EC59689FE1696367F5574E0F89
V300052234_L01_11_1.fq.gz,EPI_ISL_13052329,2686663989,32059780,Mar 10 13:58,D0C56E4E958666FAE408DB940C9A09E5CF0AB8859574BFBB72C078504593360F4CDE1E5F024B7F81078675046FA521F577571C48BAFA25F44008C16B0E301D8E
V300052234_L01_11_2.fq.gz,EPI_ISL_13052329,2665366603,32059780,Mar 10 13:58,C5692ECB24E9BE42F86B1CBC49EEBA21A40364BBD466A77DC71B5E761B8B0A31A1EB79039D6954D70108783790C319111A9CBF2B13E7C2DD75E57451A00A7766
V300052234_L01_12_1.fq.gz,EPI_ISL_13052328,1922908266,22732659,Mar 10 13:54,D663324B5F7189C42E3A6A6E9424DEF38B0784505B436A45070FE0CC037A49E75AEF78B40837185094F54E9BA67DE9996DA47F4C02E8972ED6B376A08838EC08
V300052234_L01_12_2.fq.gz,EPI_ISL_13052328,1897855342,22732659,Mar 10 13:55,E92877F633F80F6FB9BECF204A08B7A0B6888CA8088BBB5CB0FB8B1165020C25D2631CD3051BF89979AAA4425A007915C1B648C439A47E72A6FA034E62A4E95B
V300052234_L01_1_1.fq.gz,EPI_ISL_13052338,2020559515,24221058,Mar 10 15:13,F48469330CB62EDD900FA60B457FCB78229D9837A0BDECBF96040C054BE78E22963D2F4EEAED59460E31BC8FBD049AF75D0AEEDAE82CDEEA63DFF8CFEAC201C9
V300052234_L01_1_2.fq.gz,EPI_ISL_13052338,2021347360,24221058,Mar 10 15:15,ADDE330076C005314BE725AC1D584C2E6FE7E1DAC086B7D932993BB492BD71586C3F246D72F1036401C57D034261BED31D919B511000FBD50BF8D4D8B5EAE80B
V300052234_L01_22_1.fq.gz,EPI_ISL_13052343,1805336349,23495314,Mar 10 15:57,936BA85B9911D62C89C962E07878CF9E2B3072039622D841C980DDCFFF16EBD9E295D3F9CA3DA7EAD5BA31C74F30811107706C8DFDEE4113300BFF7096E40667
V300052234_L01_22_2.fq.gz,EPI_ISL_13052343,1633542313,23495314,Mar 10 15:57,7581C32168D28C5329A7D8F162A4396C706D8EA430B94E3805ED2933181E33E0AAF03C4AE4EFF7472C4E1E981A858E2BDB7F7060FA96F92D4F176938C07CE3C5
V300052234_L01_25_1.fq.gz,EPI_ISL_13052346,4202972641,50599624,Mar 10 16:18,65545FAC07AA4C886EB0BBB86EEF58CE14D5E14CD6E68C9538D668ED66E5FCFCFA66F6D3E57D7B31362858D915DE41E9FD398CFC23369C92438A164AEC91941E
V300052234_L01_25_2.fq.gz,EPI_ISL_13052346,4087004054,50599624,Mar 10 16:19,36F741614893FB4757CBEBDD2D700009182BD75EDE2AEC5A442B78D067CE1E15F3306563CB9E39039F58434EC3130A0B234BB5CCCA33600363D55FB070CE212A
V300052234_L01_2_1.fq.gz,EPI_ISL_13052336,2228173339,26648648,Mar 10 15:02,863E3ADF6158E19D1B960574E4E47EA2BB98F5938DF949759AB2A86E06C4943DAFF23346AB1B3956F5D567276A5E318AECEEBE8D61BCD4A345AF6F466F96A3BF
V300052234_L01_2_2.fq.gz,EPI_ISL_13052336,2194705079,26648648,Mar 10 14:57,E44DBC5B646964B07A449B941245627B8ACF157D3294925343459717A1678D3B14BC634BD1C4291A873A2744DD1BDF7DC776220869DDC267952C491DC20D302F
V300052234_L01_3_1.fq.gz,EPI_ISL_13052345,1645585210,19808650,Mar 10 16:13,176CBCBEA2850CDB901789517F9B8F8BB5E0513FF71E6FC8D6413F878DBB86FB7332E021D7A3D204254BD67EC13D2C470A7EB100166D10F15298342B7DB495CB
V300052234_L01_3_2.fq.gz,EPI_ISL_13052345,1610068300,19808650,Mar 10 16:12,E248F19D8E09D68F45C00BE5BFDEE64729D4172B65BA9D8525643B67A2BDA5B3D2163438B535872157D7B5EA5201703846D67CE6888C87AFD0C2392F42CB7373
V300052234_L01_4_1.fq.gz,EPI_ISL_13052330,4798237471,56505684,Mar 10 14:11,1DF54CB9AB54876440479CBF2D630C1F5759581223C6A48489E44B2BA21EB729F15C3EC7B19A8A6CD95DDD8135232F88BC47074BFA708892DAA3A698CE840335
V300052234_L01_4_2.fq.gz,EPI_ISL_13052330,4653513838,56505684,Mar 10 14:11,E06BACF69B11A29A0E3F047F8ECF5D14A6817CDC43DAF619273992DE00BC29D7AAF23B815EC0DAE973FBA0E2E157D06BD5AD110D97C09666BA7A60BA233EA6CE
V300052234_L01_5_1.fq.gz,EPI_ISL_13052327,1573040412,18889722,Mar 10 13:50,1D96758AF021FF36229560D1BF2725126A196ABDE294758D55A620D52120CB7F0C79108FB191C36A82474EB2205222CED9324A5911642B12421F96481D9B4698
V300052234_L01_5_2.fq.gz,EPI_ISL_13052327,1552825285,18889722,Mar 10 13:50,8D7C976258728CBA0DDB0F19D81E62621F23ACD2321F3B576DF77B26D933E56C213EA606B296D80FA774285A17265983C665DEBFD65E843B919E253D8396C4EB
V300052234_L01_6_1.fq.gz,EPI_ISL_13052325,3348647967,39172692,Mar 10 13:28,4F38EB5E4DC498B9DA2ADDBE60224789E2C9B67ACE3F1583DCE31C6FB8C5D1E74283FAA86DD88E8904B7308A77ECE9134F670327CE7CF7AC0F50E3C383D1C8D5
V300052234_L01_6_2.fq.gz,EPI_ISL_13052325,3239288590,39172692,Mar 10 13:28,5DC595F97295D6232DAE41B74AFDD4A06D99748EC566BD77FCC734ABFDAA0C87EBA95D1D00445B10A53AFC50CEA77E0F7264E677CEA9637DEDE12991B13AEAC0
V300052234_L01_7_1.fq,EPI_ISL_13052326,6879467315,29274329,Mar 10 13:46,9890929C95A7933108578C500F441AA7F79B94E0257305617EE40FD091B4CF84714CA8CAB5EA67326691A1FBEAB0B5F2DDF539D3C3A856B5DDB678303913E65C
V300052234_L01_7_1.fq.gz,EPI_ISL_13052326,2458355295,29274329,Mar 10 13:40,1F43FB53ACA13F585AC7BF15CE2C298605F9F859545085C6BFEFDD67C3A8CCD1E64789F4F71D7ADE913728C80335DC0970660237D9D9E85D85D8516EAC28079F
